"","X","cod","Escola","Turma","Serie","Nivel","Sexo","Idade","Cor.Raca","Zona","Necessidade.Deficiencia","id","Stari.Grupo","WG.Grupo","vocab.pre","vocab.pos","score.tde.pre","score.tde.pos","TFL.lidas.per.min.pre","TFL.erradas.per.min.pre","TFL.omitidas.per.min.pre","TFL.corretas.per.min.pre","TFL.lidas.pre","TFL.erradas.pre","TFL.omitidas.pre","TFL.corretas.pre","leitura.compreensao.pre","TFL.lidas.per.min.pos","TFL.erradas.per.min.pos","TFL.omitidas.per.min.pos","TFL.corretas.per.min.pos","TFL.lidas.pos","TFL.erradas.pos","TFL.omitidas.pos","TFL.corretas.pos","leitura.compreensao.pos","dfs.media.read","fss.media.read","dfs.media.math","fss.media.math","dfs.media.text","fss.media.text","dfs.media.debat","fss.media.debat","gain.vocab","gain.score.tde","gain.TFL.lidas.per.min","gain.TFL.corretas.per.min","gain.TFL.lidas","gain.TFL.corretas","gain.leitura.compreensao","gain.flow.read","gain.flow.math","gain.flow.text","gain.flow.debat","vocab.quintile","score.tde.quintile","TFL.lidas.per.min.quintile","TFL.erradas.per.min.quintile","TFL.omitidas.per.min.quintile","TFL.corretas.per.min.quintile","TFL.lidas.quintile","TFL.erradas.quintile","TFL.omitidas.quintile","TFL.corretas.quintile","leitura.compreensao.quintile"
"517979957422008e7b19ab359d341544",51,"517979957422008e7b19ab359d341544","EMEB PADRE ANCHIETA","6 ANO A","6 ano","anos finais","M",11,NA,"Rural",NA,"P812","Controle",NA,23,14,33,39,58,3,2,53,452,9,0,441,4,76,1,1,74,451,5,1,446,6,3.55555555555555,3.22222222222222,3.44444444444445,3.22222222222222,3.88888888888889,4,4,4,-9,6,18,21,-1,5,2,-0.333333333333333,-0.222222222222222,0.111111111111111,0,"3rd quintile","3rd quintile","1st quintile","4th quintile","5th quintile","1st quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile"
"523382929dee91f0fe662bf97f453536",52,"523382929dee91f0fe662bf97f453536","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO E","6 ano","anos finais","M",12,NA,"Rural",NA,"P1742","Experimental",NA,17,14,25,19,59,2,NA,57,NA,NA,NA,NA,6,95,1,NA,94,NA,NA,NA,NA,2,3.75,3.66666666666667,3.11111111111111,3.22222222222222,3.11111111111111,3.125,3.22222222222222,3.625,-3,-6,36,37,NA,NA,-4,-0.0833333333333335,0.111111111111111,0.0138888888888888,0.402777777777778,"2nd quintile","2nd quintile","1st quintile","3rd quintile",NA,"1st quintile",NA,NA,NA,NA,"4th quintile"
"53cfa04e9f920096316162f2349ec602",53,"53cfa04e9f920096316162f2349ec602","EMEF PADRE JOSE DOS SANTOS MOUSINHO","7 B","7 ano","anos finais","F",14,NA,NA,NA,"P3558","Controle",NA,20,20,22,21,74,5,0,69,452,22,2,430,1,87,2,1,85,452,7,13,445,4,2.66666666666667,NA,2.88888888888889,NA,3,NA,3.55555555555555,NA,0,-1,13,16,0,15,3,NA,NA,NA,NA,"2nd quintile","2nd quintile","2nd quintile","5th quintile","3rd quintile","2nd quintile","3rd quintile","5th quintile","4th quintile","1st quintile","1st quintile"
"5618e11f80fac9a8d99d15945826d3f2",54,"5618e11f80fac9a8d99d15945826d3f2","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO E","6 ano","anos finais","F",11,NA,"Urbana",NA,"P1762","Controle",NA,24,26,39,36,88,NA,NA,88,NA,NA,NA,NA,3,135,NA,NA,135,452,NA,NA,452,5,3.77777777777778,4.55555555555556,3.33333333333333,4.55555555555556,4,4.55555555555556,4,4.44444444444444,2,-3,47,47,NA,NA,2,0.777777777777778,1.22222222222222,0.555555555555555,0.444444444444445,"3rd quintile","3rd quintile","3rd quintile",NA,NA,"3rd quintile",NA,NA,NA,NA,"2nd quintile"
"570d34d5dae02ec5d34a3da110cfb107",55,"570d34d5dae02ec5d34a3da110cfb107","EMEB NATANAEL DA SILVA","7 ANO A","7 ano","anos finais","F",13,"Branca","Rural",NA,"P523","Controle",NA,28,34,38,31,105,1,0,104,452,2,0,450,8,120,0,0,120,452,0,0,452,8,3.33333333333333,3.33333333333333,3.44444444444445,3.22222222222222,2.88888888888889,3.11111111111111,3.55555555555555,3.22222222222222,6,-7,15,16,0,2,0,0,-0.222222222222222,0.222222222222222,-0.333333333333333,"3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","5th quintile"
"61a6e98d7197ffdef06bd10ac7300293",56,"61a6e98d7197ffdef06bd10ac7300293","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","F",14,"Indígena","Rural",NA,"P615","Experimental",NA,29,23,40,42,107,0,0,107,452,1,0,451,3,115,0,0,115,452,0,0,452,8,3.66666666666667,4,3.66666666666667,4.11111111111111,3.66666666666667,4.22222222222222,3.44444444444445,4.44444444444444,-6,2,8,8,0,1,5,0.333333333333333,0.444444444444444,0.555555555555556,1,"3rd quintile","3rd quintile","4th quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","2nd quintile"
"61da71907aa4e6118915eebb971e2daa",57,"61da71907aa4e6118915eebb971e2daa","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO C","7 ano","anos finais","M",12,"Parda","Rural",NA,"P3028","Experimental",NA,21,21,22,16,76,2,NA,74,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,2.88888888888889,NA,2.44444444444445,NA,2.77777777777778,NA,3.33333333333333,NA,0,-6,NA,NA,NA,NA,-4,NA,NA,NA,NA,"2nd quintile","2nd quintile","2nd quintile","3rd quintile",NA,"2nd quintile",NA,NA,NA,NA,"3rd quintile"
"63adbdc0cf99ca4983fdfb2bd9408149",58,"63adbdc0cf99ca4983fdfb2bd9408149","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","M",11,"Parda","Rural",NA,"P3502","Controle",NA,17,23,38,36,110,0,1,110,452,3,2,449,7,108,0,0,108,452,2,0,450,6,2.77777777777778,3.66666666666667,4,3.22222222222222,3.88888888888889,3.88888888888889,4,3.77777777777778,6,-2,-2,-2,0,1,-1,0.888888888888889,-0.777777777777778,0,-0.222222222222222,"2nd quintile","3rd quintile","4th quintile","2nd quintile","5th quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","5th quintile"
"64d0e454ff9f3f0ca5399fae73f54e49",59,"64d0e454ff9f3f0ca5399fae73f54e49","EMEB PROFESSORA MARIA QUEIROZ FERRO","9 ANO A","9 ano","anos finais","M",15,"Parda","Rural",NA,"P3244","Controle",NA,24,25,36,22,57,4,NA,53,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3.44444444444445,3,3.33333333333333,3,3.33333333333333,3.11111111111111,3.44444444444445,3.11111111111111,1,-14,NA,NA,NA,NA,-2,-0.444444444444445,-0.333333333333333,-0.222222222222222,-0.333333333333333,"3rd quintile","3rd quintile","1st quintile","5th quintile",NA,"1st quintile",NA,NA,NA,NA,"1st quintile"
"65ac54f59f3aec4ee21b81d7bbd02013",60,"65ac54f59f3aec4ee21b81d7bbd02013","EMEF PADRE JOSE DOS SANTOS MOUSINHO","7 B","7 ano","anos finais","M",13,"Indígena","Rural",NA,"P3565","Experimental",NA,18,10,24,19,82,4,1,78,452,20,2,432,6,90,2,2,88,452,5,3,447,7,3,NA,3.33333333333333,NA,3,NA,3.55555555555555,NA,-8,-5,8,10,0,15,1,NA,NA,NA,NA,"2nd quintile","2nd quintile","2nd quintile","5th quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","4th quintile","1st quintile","4th quintile"
"665df63014f6768d302c6d4650ca4dc0",61,"665df63014f6768d302c6d4650ca4dc0","EMEB PADRE ANCHIETA","9 ANO A","9 ano","anos finais","M",15,"Parda",NA,NA,"P1097","Controle",NA,13,22,20,28,63,3,1,60,440,13,12,427,4,76,2,0,74,452,7,0,445,5,3.66666666666667,NA,3.66666666666667,NA,3.66666666666667,NA,3.66666666666667,NA,9,8,13,14,12,18,1,NA,NA,NA,NA,"1st quintile","2nd quintile","1st quintile","4th quintile","5th quintile","1st quintile","1st quintile","5th quintile","5th quintile","1st quintile","3rd quintile"
"683dee1417bf1e412641a771f3212d59",62,"683dee1417bf1e412641a771f3212d59","EMEB PADRE ANCHIETA","8 ANO A","8 ano","anos finais","F",13,"Parda",NA,NA,"P1022","Experimental",NA,30,19,28,1,113,1,0,112,452,5,0,447,5,145,1,0,144,452,4,0,448,8,4.33333333333333,NA,4.66666666666667,NA,4.66666666666667,NA,4.66666666666667,NA,-11,-27,32,32,0,1,3,NA,NA,NA,NA,"4th quintile","2nd quintile","5th quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile"
"7054261d951e23730153bf812fdeb4c8",63,"7054261d951e23730153bf812fdeb4c8","EMEB PADRE ANCHIETA","7 ANO B","7 ano","anos finais","M",13,"Branca","Rural",NA,"P945","Controle",NA,31,30,30,32,90,2,0,88,452,2,0,450,6,150,0,0,150,452,2,0,450,7,3.88888888888889,4.55555555555556,4.11111111111111,4.66666666666667,3.77777777777778,2.66666666666667,3.44444444444445,3.55555555555555,-1,2,60,62,0,0,1,0.666666666666667,0.555555555555556,-1.11111111111111,0.111111111111111,"4th quintile","2nd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","4th quintile"
"71d990763c62e601a1b2158df4d6161a",64,"71d990763c62e601a1b2158df4d6161a","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","M",14,NA,NA,NA,"P2390","Controle",NA,36,19,39,41,84,NA,NA,84,NA,NA,NA,NA,5,139,NA,NA,139,452,NA,NA,452,4,3.125,3.33333333333333,3.44444444444445,3.22222222222222,3.55555555555555,3.44444444444445,3.44444444444445,3.66666666666667,-17,2,55,55,NA,NA,-1,0.208333333333334,-0.222222222222222,-0.111111111111111,0.222222222222222,"5th quintile","3rd quintile","2nd quintile",NA,NA,"2nd quintile",NA,NA,NA,NA,"3rd quintile"
"73848bce9e4a6ca2f579d1e1a1a26a52",65,"73848bce9e4a6ca2f579d1e1a1a26a52","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO C","7 ano","anos finais","F",14,NA,NA,NA,"P3014","Controle",NA,19,18,36,14,99,5,NA,55,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0,3.55555555555555,3.55555555555555,3.88888888888889,2.875,4,3.55555555555555,3.55555555555555,3.375,-1,-22,NA,NA,NA,NA,-7,0,-1.01388888888889,-0.444444444444445,-0.180555555555555,"2nd quintile","3rd quintile","4th quintile","5th quintile",NA,"1st quintile",NA,NA,NA,NA,"5th quintile"
"74a50e56f8c519e5841466a6826107ff",66,"74a50e56f8c519e5841466a6826107ff","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","F",11,NA,NA,NA,"P3511","Controle",NA,13,20,30,42,139,2,0,137,452,6,0,446,8,158,2,0,156,452,3,0,449,6,3.22222222222222,3.11111111111111,4.11111111111111,3.44444444444445,4.11111111111111,3.88888888888889,3.33333333333333,3.55555555555555,7,12,19,19,0,3,-2,-0.111111111111111,-0.666666666666666,-0.222222222222222,0.222222222222222,"1st quintile","2nd quintile","5th quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","5th quintile"
"7ca36570d7d0f8b77276af5d52f6ed8e",67,"7ca36570d7d0f8b77276af5d52f6ed8e","EMEF PADRE JOSE DOS SANTOS MOUSINHO","7 B","7 ano","anos finais","F",12,NA,"Rural",NA,"P3578","Controle",NA,28,23,20,29,62,5,0,57,452,20,0,432,3,102,4,0,98,452,7,0,445,3,3.66666666666667,3.66666666666667,3.88888888888889,3.11111111111111,NA,3,3.11111111111111,3.55555555555555,-5,9,40,41,0,13,0,0,-0.777777777777778,NA,0.444444444444444,"3rd quintile","2nd quintile","1st quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","2nd quintile"
"7ec05e293db3ec873663bd22e58ac7e4",68,"7ec05e293db3ec873663bd22e58ac7e4","EMEB PROFESSORA MARIA QUEIROZ FERRO","9 ANO A","9 ano","anos finais","M",14,NA,NA,NA,"P3234","Experimental",NA,28,26,29,18,76,2,NA,74,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.88888888888889,NA,3.11111111111111,NA,2.66666666666667,NA,NA,-2,-11,NA,NA,NA,NA,-4,NA,NA,NA,NA,"3rd quintile","2nd quintile","2nd quintile","3rd quintile",NA,"2nd quintile",NA,NA,NA,NA,"3rd quintile"
"80348a81c83639e799a8f037f5ae89d9",69,"80348a81c83639e799a8f037f5ae89d9","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","M",14,"Branca","Rural",NA,"P625","Controle",NA,30,33,46,37,92,0,1,91,452,0,1,451,7,110,3,0,107,452,3,0,449,8,NA,3.77777777777778,NA,3.33333333333333,NA,4.11111111111111,NA,3.44444444444445,3,-9,18,16,0,-2,1,NA,NA,NA,NA,"4th quintile","4th quintile","3rd quintile","2nd quintile","5th quintile","3rd quintile","3rd quintile","1st quintile","4th quintile","5th quintile","5th quintile"
"8459a6b181606e463650bab3e3379bc3",70,"8459a6b181606e463650bab3e3379bc3","EMEB NATANAEL DA SILVA","7 ANO A","7 ano","anos finais","M",12,"Parda","Rural",NA,"P512","Experimental",NA,23,22,28,21,66,0,0,66,NA,NA,NA,NA,0,93,2,0,91,452,16,0,136,6,3.33333333333333,1.88888888888889,3.77777777777778,3.77777777777778,3.22222222222222,2.55555555555555,3.11111111111111,2.55555555555555,-1,-7,27,25,NA,NA,6,-1.44444444444445,0,-0.666666666666667,-0.555555555555556,"3rd quintile","2nd quintile","1st quintile","2nd quintile","3rd quintile","1st quintile",NA,NA,NA,NA,"1st quintile"
"8531348f1c2e4f96a5f8c0ef8a363d86",72,"8531348f1c2e4f96a5f8c0ef8a363d86","EMEB PADRE ANCHIETA","7 ANO B","7 ano","anos finais","F",12,"Parda","Rural",NA,"P960","Controle",NA,29,29,37,37,NA,NA,NA,NA,NA,NA,NA,NA,0,88,0,0,88,452,1,0,451,7,3.33333333333333,4.77777777777778,2.44444444444445,4.22222222222222,3.22222222222222,4.77777777777778,2.88888888888889,3.22222222222222,0,0,NA,NA,NA,NA,7,1.44444444444444,1.77777777777778,1.55555555555555,0.333333333333333,"3rd quintile","3rd quintile",NA,NA,NA,NA,NA,NA,NA,NA,"1st quintile"
"863eb0b865e1fd40162f72715c9d1a57",73,"863eb0b865e1fd40162f72715c9d1a57","EMEB PADRE ANCHIETA","9 ANO A","9 ano","anos finais","F",14,"Parda",NA,NA,"P1107","Controle",NA,35,17,33,33,95,3,0,92,452,7,0,445,5,111,0,0,111,452,0,0,452,6,3,NA,3.66666666666667,NA,3.55555555555555,NA,2.44444444444445,NA,-18,0,16,19,0,7,1,NA,NA,NA,NA,"5th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile"
"89cf0c3b3ec79ba1acb29eb4eaccb047",74,"89cf0c3b3ec79ba1acb29eb4eaccb047","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","M",14,"Branca","Rural",NA,"P612","Controle",NA,25,29,44,43,121,1,0,120,452,1,0,451,3,129,1,0,128,452,1,0,451,7,4.22222222222222,4.22222222222222,4.44444444444444,3.66666666666667,4.22222222222222,3.88888888888889,4.11111111111111,3.22222222222222,4,-1,8,8,0,0,4,0,-0.777777777777778,-0.333333333333333,-0.888888888888888,"3rd quintile","4th quintile","5th quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","2nd quintile"
"8c6b886ba422077ed71a5b4dc4b05c03",75,"8c6b886ba422077ed71a5b4dc4b05c03","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO D","6 ano","anos finais","F",11,"Parda","Urbana",NA,"P1728","Controle",NA,28,23,32,34,99,NA,NA,99,NA,NA,NA,NA,4,151,NA,NA,151,452,NA,NA,452,4,3.55555555555555,4.11111111111111,4,3.11111111111111,3.33333333333333,3.88888888888889,4.66666666666667,3.625,-5,2,52,52,NA,NA,0,0.555555555555555,-0.888888888888889,0.555555555555555,-1.04166666666667,"3rd quintile","3rd quintile","4th quintile",NA,NA,"4th quintile",NA,NA,NA,NA,"3rd quintile"
"9088fea47f8997e6e1cd2b8e54b9a75e",76,"9088fea47f8997e6e1cd2b8e54b9a75e","EMEB NATANAEL DA SILVA","7 ANO A","7 ano","anos finais","F",12,"Indígena","Rural",NA,"P516","Controle",NA,26,27,34,28,154,0,0,154,452,0,0,452,5,147,1,0,147,452,0,0,452,5,3.55555555555555,NA,NA,NA,3.22222222222222,NA,NA,NA,1,-6,-7,-7,0,0,0,NA,NA,NA,NA,"3rd quintile","3rd quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","3rd quintile"
"911d9921e20bcb8c4742fd8254fbc0bd",77,"911d9921e20bcb8c4742fd8254fbc0bd","EMEB PADRE ANCHIETA","8 ANO A","8 ano","anos finais","M",13,NA,NA,NA,"P1000","Experimental",NA,30,33,37,1,117,2,0,115,452,2,0,450,7,117,1,0,116,452,2,0,450,7,3.66666666666667,NA,2.77777777777778,NA,4.11111111111111,NA,3.125,NA,3,-36,0,1,0,0,0,NA,NA,NA,NA,"4th quintile","3rd quintile","5th quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","5th quintile"
"9134de0a812f7ee8f0210e1552403d8e",78,"9134de0a812f7ee8f0210e1552403d8e","EMEF PADRE JOSE DOS SANTOS MOUSINHO","9 B","9 ano","anos finais","M",18,"Parda","Rural",NA,"P3721","Controle",NA,29,20,37,50,72,3,0,69,452,4,4,448,1,67,2,0,65,452,3,0,449,2,4.11111111111111,3.66666666666667,4.11111111111111,3.55555555555555,4.125,3.55555555555555,4.25,3.55555555555555,-9,13,-5,-4,0,1,1,-0.444444444444444,-0.555555555555555,-0.569444444444445,-0.694444444444445,"3rd quintile","3rd quintile","2nd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile"
"9658aac2811407226af0a8239b09bbad",79,"9658aac2811407226af0a8239b09bbad","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO F","7 ano","anos finais","M",13,"Parda","Rural",NA,"P3092","Experimental",NA,24,21,24,22,99,3,NA,96,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.22222222222222,NA,4.22222222222222,NA,4.11111111111111,NA,-3,-2,NA,NA,NA,NA,-2,NA,NA,NA,NA,"3rd quintile","2nd quintile","4th quintile","4th quintile",NA,"4th quintile",NA,NA,NA,NA,"1st quintile"
"98d1e64ae3d14470c2258df17ae02c1f",80,"98d1e64ae3d14470c2258df17ae02c1f","EMEB NATANAEL DA SILVA","7 ANO A","7 ano","anos finais","F",12,"Parda","Rural",NA,"P510","Controle",NA,35,36,37,34,120,0,0,120,452,1,0,451,6,187,3,0,184,452,7,0,445,8,3.66666666666667,3.11111111111111,2.88888888888889,2.44444444444445,3.22222222222222,4.55555555555556,3.55555555555555,4.44444444444444,1,-3,67,64,0,-6,2,-0.555555555555555,-0.444444444444444,1.33333333333333,0.888888888888889,"5th quintile","3rd quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","4th quintile"
"99226415dd4db8a230e0c808a7aa9da9",82,"99226415dd4db8a230e0c808a7aa9da9","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","M",14,"Indígena","Rural",NA,"P626","Experimental",NA,24,25,37,15,99,4,1,94,452,4,1,448,5,112,1,0,111,452,1,0,451,8,3.55555555555555,3.44444444444445,3.55555555555555,3.44444444444445,3.55555555555555,3.44444444444445,3.375,3.44444444444445,1,-22,13,17,0,3,3,-0.111111111111111,-0.111111111111111,-0.111111111111111,0.0694444444444446,"3rd quintile","3rd quintile","4th quintile","5th quintile","5th quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile"
"9923718e8f79a9ebfbee8ecd716a55af",83,"9923718e8f79a9ebfbee8ecd716a55af","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",15,NA,NA,NA,"P2209","Controle",NA,17,22,20,13,109,1,NA,108,NA,NA,NA,NA,5,171,NA,NA,171,452,NA,NA,452,6,NA,NA,NA,NA,NA,NA,NA,NA,5,-7,62,63,NA,NA,1,NA,NA,NA,NA,"2nd quintile","2nd quintile","4th quintile","3rd quintile",NA,"4th quintile",NA,NA,NA,NA,"3rd quintile"
"997b2867ed832ce5acc5318c958e1c15",84,"997b2867ed832ce5acc5318c958e1c15","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","F",15,NA,NA,NA,"P2402","Experimental",NA,24,40,27,19,102,NA,NA,101,NA,NA,NA,NA,4,139,NA,NA,139,452,NA,NA,452,5,2.77777777777778,3.55555555555555,2.66666666666667,3.33333333333333,2.66666666666667,3.66666666666667,2.66666666666667,3.55555555555555,16,-8,37,38,NA,NA,1,0.777777777777778,0.666666666666667,1,0.888888888888889,"3rd quintile","2nd quintile","4th quintile",NA,NA,"4th quintile",NA,NA,NA,NA,"3rd quintile"
"99ead74a3dce073115fad337a7bbdb7f",86,"99ead74a3dce073115fad337a7bbdb7f","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",13,"Parda",NA,NA,"P2239","Controle",NA,19,33,35,37,118,NA,NA,118,NA,NA,NA,NA,4,136,NA,NA,136,452,NA,NA,452,5,NA,3.33333333333333,NA,3.33333333333333,NA,3.22222222222222,NA,3.44444444444445,14,2,18,18,NA,NA,1,NA,NA,NA,NA,"2nd quintile","3rd quintile","5th quintile",NA,NA,"5th quintile",NA,NA,NA,NA,"3rd quintile"
"9c214cb224b43feaacf6710ee046933e",87,"9c214cb224b43feaacf6710ee046933e","EMEF PADRE JOSE DOS SANTOS MOUSINHO","7 B","7 ano","anos finais","M",12,"Parda",NA,NA,"P3566","Controle",NA,23,15,27,41,106,4,0,102,452,12,1,440,3,101,2,0,99,452,4,0,448,5,3.44444444444445,3.11111111111111,3.44444444444445,3.11111111111111,4,3.11111111111111,3.66666666666667,3.66666666666667,-8,14,-5,-3,0,8,2,-0.333333333333333,-0.333333333333333,-0.888888888888889,0,"3rd quintile","2nd quintile","4th quintile","5th quintile","3rd quintile","4th quintile","3rd quintile","5th quintile","4th quintile","2nd quintile","2nd quintile"
"9d043adc79b8cddfcb20e7ba4789cb6d",88,"9d043adc79b8cddfcb20e7ba4789cb6d","EMEB NATANAEL DA SILVA","6 ANO A","6 ano","anos finais","F",11,"Parda","Rural",NA,"P459","Experimental",NA,11,19,32,27,90,1,0,89,452,1,0,451,4,117,2,0,115,452,2,0,450,8,3.22222222222222,NA,2.66666666666667,NA,2.77777777777778,NA,2.44444444444445,NA,8,-5,27,26,0,-1,4,NA,NA,NA,NA,"1st quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","3rd quintile"
"9f245ce3f4627920fc635d0a8386abc6",89,"9f245ce3f4627920fc635d0a8386abc6","EMEB PADRE ANCHIETA","9 ANO A","9 ano","anos finais","M",16,NA,NA,NA,"P1091","Controle",NA,21,14,34,45,58,2,0,56,436,5,16,431,4,68,0,2,98,446,4,6,436,5,3.55555555555555,3.44444444444445,3.11111111111111,3.22222222222222,3.77777777777778,2.88888888888889,2.88888888888889,3,-7,11,10,42,10,5,1,-0.111111111111111,0.111111111111111,-0.888888888888889,0.111111111111111,"2nd quintile","3rd quintile","1st quintile","3rd quintile","3rd quintile","1st quintile","1st quintile","3rd quintile","5th quintile","1st quintile","3rd quintile"
"a000fbc48747d3c4a4668c03316e75dc",90,"a000fbc48747d3c4a4668c03316e75dc","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","F",15,"Indígena","Rural",NA,"P620","Controle",NA,31,32,41,25,101,2,0,99,452,3,0,449,4,117,1,1,115,452,2,1,449,5,3.77777777777778,NA,3.44444444444445,NA,4.66666666666667,NA,4.11111111111111,NA,1,-16,16,16,0,0,1,NA,NA,NA,NA,"4th quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile"
